source,drugbank_name,target,side_effect_name
DB00323,Tolcapone,C0012833,Dizziness
DB00323,Tolcapone,C0235966,Dreaming excessive
DB00323,Tolcapone,C0043352,Dry mouth
DB00323,Tolcapone,C0013295,Duodenal ulcer
DB00323,Tolcapone,C0013378,Dysgeusia
DB00323,Tolcapone,C0013384,Dyskinesia
DB00323,Tolcapone,C0013395,Dyspepsia
DB00323,Tolcapone,C0011168,Dysphagia
DB00323,Tolcapone,C0013404,Dyspnoea
DB00323,Tolcapone,C0013428,Dysuria
DB00323,Tolcapone,C0013456,Ear pain
DB00323,Tolcapone,C0013595,Eczema
DB00323,Tolcapone,C0085584,Encephalopathy
DB00323,Tolcapone,C0014236,Endophthalmitis
DB00323,Tolcapone,C0014591,Epistaxis
DB00323,Tolcapone,C0242350,Erectile dysfunction
DB00323,Tolcapone,C0014742,Erythema multiforme
DB00323,Tolcapone,C0235146,Euphoric mood
DB00323,Tolcapone,C0015371,Extrapyramidal disorder
DB00323,Tolcapone,C0015402,Eye haemorrhage
DB00323,Tolcapone,C0151827,Eye pain
DB00323,Tolcapone,C0542571,Face oedema
DB00323,Tolcapone,C0085639,Fall
DB00323,Tolcapone,C0015672,Fatigue
DB00323,Tolcapone,C1443060,Feeling abnormal
DB00323,Tolcapone,C0016199,Flank pain
DB00323,Tolcapone,C0233471,Flat affect
DB00323,Tolcapone,C0016204,Flatulence
DB00323,Tolcapone,C0016658,Fracture
DB00323,Tolcapone,C0026946,Fungal infection
DB00323,Tolcapone,C0242301,Furuncle
DB00323,Tolcapone,C0016867,Furunculosis
DB00323,Tolcapone,C0575081,Gait disturbance
DB00323,Tolcapone,C0152020,Gastric atony
DB00323,Tolcapone,C0017160,Gastroenteritis
DB00323,Tolcapone,C0151544,Gastrointestinal carcinoma
DB00323,Tolcapone,C0017178,Gastrointestinal disorder
DB00323,Tolcapone,C0017181,Gastrointestinal haemorrhage
DB00323,Tolcapone,C0687713,Gastrointestinal pain
DB00323,Tolcapone,C0017601,Glaucoma
DB00323,Tolcapone,C0018965,Haematuria
DB00323,Tolcapone,C0518015,Haemoglobin
DB00323,Tolcapone,C0019080,Haemorrhage
DB00323,Tolcapone,C0018524,Hallucination
DB00323,Tolcapone,C0018681,Headache
DB00323,Tolcapone,C0018991,Hemiplegia
DB00323,Tolcapone,C0042721,Hepatitis viral
DB00323,Tolcapone,C0151763,Hepatocellular injury
DB00323,Tolcapone,C0019270,Hernia
DB00323,Tolcapone,C0019348,Herpes simplex
DB00323,Tolcapone,C0019360,Herpes zoster
DB00323,Tolcapone,C0019521,Hiccups
DB00323,Tolcapone,C0020039,Hostility
DB00323,Tolcapone,C0020443,Hypercholesterolaemia
DB00323,Tolcapone,C0020458,Hyperhidrosis
DB00323,Tolcapone,C0424295,Hyperkinesia
DB00323,Tolcapone,C0020517,Hypersensitivity
DB00323,Tolcapone,C0312420,Hypersexuality
DB00323,Tolcapone,C0020538,Hypertension
DB00323,Tolcapone,C0026826,Hypertonia
DB00323,Tolcapone,C0020578,Hyperventilation
DB00323,Tolcapone,C0020580,Hypoaesthesia
DB00323,Tolcapone,C0086439,Hypokinesia
DB00323,Tolcapone,C0020649,Hypotension
DB00323,Tolcapone,C2047937,Ill-defined disorder
DB00323,Tolcapone,C0522063,Impaired gastric emptying
DB00323,Tolcapone,C0021122,Impulse-control disorder
DB00323,Tolcapone,C0009450,Infection
DB00323,Tolcapone,C1384353,Infestation
DB00323,Tolcapone,C0851341,Infestation NOS
DB00323,Tolcapone,C0021400,Influenza
DB00323,Tolcapone,C3263723,Injury
DB00323,Tolcapone,C0022107,Irritability
DB00323,Tolcapone,C0022904,Lacrimal disorder
DB00323,Tolcapone,C3495920,Lacrimal structural disorder
DB00323,Tolcapone,C0023067,Laryngitis
DB00323,Tolcapone,C0023380,Lethargy
DB00323,Tolcapone,C0023418,Leukaemia
DB00323,Tolcapone,C0011124,Libido decreased
DB00323,Tolcapone,C0021177,Libido increased
DB00323,Tolcapone,C0160390,Liver injury
DB00323,Tolcapone,C0041657,Loss of consciousness
DB00323,Tolcapone,C0231218,Malaise
DB00323,Tolcapone,C0338831,Mania
DB00323,Tolcapone,C0151772,Manic psychosis
DB00323,Tolcapone,C0025061,Mediastinal disorder
DB00323,Tolcapone,C0025289,Meningitis
DB00323,Tolcapone,C0917816,Mental deficiency
DB00323,Tolcapone,C1306341,Mental disability
DB00323,Tolcapone,C0004936,Mental disorder
DB00323,Tolcapone,C0025362,Mental retardation
DB00323,Tolcapone,C0042035,Micturition disorder
DB00323,Tolcapone,C0149931,Migraine
DB00323,Tolcapone,C0085633,Mood swings
DB00323,Tolcapone,C0149745,Mouth ulceration
DB00323,Tolcapone,C0016655,Multiple fractures
DB00323,Tolcapone,C0037763,Muscle spasms
DB00323,Tolcapone,C0231530,Muscle twitching
DB00323,Tolcapone,C0948594,Musculoskeletal discomfort
DB00323,Tolcapone,C0948525,Musculoskeletal stiffness
DB00323,Tolcapone,C0231528,Myalgia
DB00323,Tolcapone,C0027051,Myocardial infarction
DB00323,Tolcapone,C0151744,Myocardial ischaemia
DB00323,Tolcapone,C0027066,Myoclonus
DB00323,Tolcapone,C0027497,Nausea
DB00323,Tolcapone,C0007859,Neck pain
DB00323,Tolcapone,C0027651,Neoplasm
DB00323,Tolcapone,C0006826,Neoplasm malignant
DB00323,Tolcapone,C0037286,Neoplasm skin
DB00323,Tolcapone,C0392525,Nephrolithiasis
DB00323,Tolcapone,C0027765,Nervous system disorder
DB00323,Tolcapone,C0027769,Nervousness
DB00323,Tolcapone,C0027796,Neuralgia
DB00323,Tolcapone,C0027849,Neuroleptic malignant syndrome
DB00323,Tolcapone,C0442874,Neuropathy
DB00323,Tolcapone,C0031117,Neuropathy peripheral
DB00323,Tolcapone,C0028734,Nocturia
DB00323,Tolcapone,C0155169,Ocular hyperaemia
DB00323,Tolcapone,C0013604,Oedema
DB00323,Tolcapone,C0085649,Oedema peripheral
DB00323,Tolcapone,C0014868,Oesophagitis
DB00323,Tolcapone,C0028961,Oliguria
DB00323,Tolcapone,C0029408,Osteoarthritis
DB00323,Tolcapone,C0029882,Otitis media
DB00323,Tolcapone,C1140680,Ovarian cancer
DB00323,Tolcapone,C0029925,Ovarian carcinoma
DB00323,Tolcapone,C0030193,Pain
DB00323,Tolcapone,C0030252,Palpitations
DB00323,Tolcapone,C0030318,Panic reaction
DB00323,Tolcapone,C0030554,Paraesthesia
DB00323,Tolcapone,C1456784,Paranoia
DB00323,Tolcapone,C0151836,Paranoid reaction
DB00323,Tolcapone,C0030552,Paresis
DB00323,Tolcapone,C1510410,Parosmia
DB00323,Tolcapone,C0030662,Pathological gambling
DB00323,Tolcapone,C0031039,Pericardial effusion
DB00323,Tolcapone,C0031350,Pharyngitis
DB00323,Tolcapone,C0032285,Pneumonia
DB00323,Tolcapone,C0042023,Pollakiuria
DB00323,Tolcapone,C0032617,Polyuria
DB00323,Tolcapone,C0376358,Prostate cancer
DB00323,Tolcapone,C0600139,Prostate carcinoma
DB00323,Tolcapone,C0033575,Prostatic disorder
DB00323,Tolcapone,C0033774,Pruritus
DB00323,Tolcapone,C0033975,Psychotic disorder
DB00323,Tolcapone,C0034065,Pulmonary embolism
DB00323,Tolcapone,C0034063,Pulmonary oedema
DB00323,Tolcapone,C0015230,Rash
DB00323,Tolcapone,C0034882,Rectal disorder
DB00323,Tolcapone,C0035410,Rhabdomyolysis
DB00323,Tolcapone,C0035455,Rhinitis
DB00323,Tolcapone,C0037036,Salivary hypersecretion
DB00323,Tolcapone,C0036508,Seborrhoeic dermatitis
DB00323,Tolcapone,C0036974,Shock
DB00323,Tolcapone,C0152029,Sinus congestion
DB00323,Tolcapone,C0037199,Sinusitis
DB00323,Tolcapone,C0151907,Skin discolouration
DB00323,Tolcapone,C0037274,Skin disorder
DB00323,Tolcapone,C0851578,Sleep disorder
DB00323,Tolcapone,C2830004,Somnolence
DB00323,Tolcapone,C0037822,Speech disorder
DB00323,Tolcapone,C0427008,Stiffness
DB00323,Tolcapone,C0038362,Stomatitis
DB00323,Tolcapone,C0038990,Sweating
DB00323,Tolcapone,C0700590,Sweating increased
DB00323,Tolcapone,C0039070,Syncope
DB00323,Tolcapone,C0039231,Tachycardia
DB00323,Tolcapone,C0039520,Tenosynovitis
DB00323,Tolcapone,C0233494,Tension
DB00323,Tolcapone,C0233632,Thinking abnormal
DB00323,Tolcapone,C0039971,Thirst
DB00323,Tolcapone,C0040034,Thrombocytopenia
DB00323,Tolcapone,C0040053,Thrombosis
DB00323,Tolcapone,C0040264,Tinnitus
DB00323,Tolcapone,C0040409,Tongue disorder
DB00323,Tolcapone,C0040435,Tooth disorder
DB00323,Tolcapone,C0040822,Tremor
DB00323,Tolcapone,C0178298,Unspecified disorder of skin and subcutaneous tissue
DB00323,Tolcapone,C0041912,Upper respiratory tract infection
DB00323,Tolcapone,C0041969,Urethral disorder
DB00323,Tolcapone,C0042024,Urinary incontinence
DB00323,Tolcapone,C0080274,Urinary retention
DB00323,Tolcapone,C0042075,Urinary tract disorder
DB00323,Tolcapone,C0042029,Urinary tract infection
DB00323,Tolcapone,C0522153,Urine color abnormal
DB00323,Tolcapone,C1167965,Urine output increased
DB00323,Tolcapone,C0042109,Urticaria
DB00323,Tolcapone,C0042135,Uterine atony
DB00323,Tolcapone,C0042131,Uterine disorder
DB00323,Tolcapone,C0042134,Uterine haemorrhage
DB00323,Tolcapone,C0152159,Uterine hypotonus
DB00323,Tolcapone,C0042138,Uterine neoplasm
DB00323,Tolcapone,C0404521,Vaginal infection
DB00323,Tolcapone,C0042267,Vaginal inflammation
DB00323,Tolcapone,C0042401,Vasodilation
DB00323,Tolcapone,C1142412,Vasodilation procedure
DB00323,Tolcapone,C0042571,Vertigo
DB00323,Tolcapone,C0042769,Viral infection
DB00323,Tolcapone,C0344232,Vision blurred
DB00323,Tolcapone,C0042963,Vomiting
DB00323,Tolcapone,C0043096,Weight decreased
DB00376,Trihexyphenidyl,C0152198,Accommodation disorder
DB00376,Trihexyphenidyl,C0085631,Agitation
DB00376,Trihexyphenidyl,C0017605,Angle closure glaucoma
DB00376,Trihexyphenidyl,C0004093,Asthenia
DB00376,Trihexyphenidyl,C0456909,Blindness
DB00376,Trihexyphenidyl,C0008489,Chorea
DB00376,Trihexyphenidyl,C0009241,Cognitive disorder
DB00376,Trihexyphenidyl,C0338656,Cognitive impairment
DB00376,Trihexyphenidyl,C0009676,Confusional state
DB00376,Trihexyphenidyl,C0009806,Constipation
DB00376,Trihexyphenidyl,C0235238,Cycloplegia
DB00376,Trihexyphenidyl,C0011253,Delusion
DB00376,Trihexyphenidyl,C0011603,Dermatitis
DB00376,Trihexyphenidyl,C0012833,Dizziness
DB00376,Trihexyphenidyl,C0013144,Drowsiness
DB00376,Trihexyphenidyl,C0151908,Dry skin
DB00376,Trihexyphenidyl,C0235146,Euphoric mood
DB00376,Trihexyphenidyl,C1443060,Feeling abnormal
DB00376,Trihexyphenidyl,C0542476,Forgetfulness
DB00376,Trihexyphenidyl,C0018524,Hallucination
DB00376,Trihexyphenidyl,C0018681,Headache
DB00376,Trihexyphenidyl,C0424295,Hyperkinesia
DB00376,Trihexyphenidyl,C0030446,Ileus paralytic
DB00376,Trihexyphenidyl,C0234708,Intraocular pressure increased
DB00376,Trihexyphenidyl,C0233794,Memory impairment
DB00376,Trihexyphenidyl,C0026961,Mydriasis
DB00376,Trihexyphenidyl,C0027497,Nausea
DB00376,Trihexyphenidyl,C0027769,Nervousness
DB00376,Trihexyphenidyl,C0027849,Neuroleptic malignant syndrome
DB00376,Trihexyphenidyl,C1456784,Paranoia
DB00376,Trihexyphenidyl,C0030583,Parotitis
DB00376,Trihexyphenidyl,C0033975,Psychotic disorder
DB00376,Trihexyphenidyl,C0015230,Rash
DB00376,Trihexyphenidyl,C0085610,Sinus bradycardia
DB00376,Trihexyphenidyl,C2830004,Somnolence
DB00376,Trihexyphenidyl,C0039231,Tachycardia
DB00376,Trihexyphenidyl,C0233494,Tension
DB00376,Trihexyphenidyl,C0152032,Urinary hesitation
DB00376,Trihexyphenidyl,C0344232,Vision blurred
DB00376,Trihexyphenidyl,C0042963,Vomiting
DB00376,Trihexyphenidyl,C0043096,Weight decreased
DB00313,Valproic Acid,C0000729,Abdominal cramps
DB00313,Valproic Acid,C0232487,Abdominal discomfort
DB00313,Valproic Acid,C0000737,Abdominal pain
DB00313,Valproic Acid,C0232492,Abdominal pain upper
DB00313,Valproic Acid,C0233514,Abnormal behaviour
DB00313,Valproic Acid,C0234458,Abnormal dreams
DB00313,Valproic Acid,C3665386,Abnormal vision
DB00313,Valproic Acid,C0031085,Abscess periodontal
DB00313,Valproic Acid,C0151736,Accidental injury
DB00313,Valproic Acid,C0851536,Administration site reaction
DB00313,Valproic Acid,C0233472,Affect lability
DB00313,Valproic Acid,C0001807,Aggression
DB00313,Valproic Acid,C0085631,Agitation
DB00313,Valproic Acid,C0001824,Agranulocytosis
DB00313,Valproic Acid,C0151905,Alanine aminotransferase increased
DB00313,Valproic Acid,C0002170,Alopecia
DB00313,Valproic Acid,C0002418,Amblyopia
DB00313,Valproic Acid,C0232940,Amenorrhea secondary
DB00313,Valproic Acid,C0002453,Amenorrhoea
DB00313,Valproic Acid,C0002622,Amnesia
DB00313,Valproic Acid,C0151479,Amylase increased
DB00313,Valproic Acid,C0002871,Anaemia
DB00313,Valproic Acid,C0002886,Anaemia macrocytic
DB00313,Valproic Acid,C0002792,Anaphylactic shock
DB00313,Valproic Acid,C0002994,Angioedema
DB00313,Valproic Acid,C0042373,Angiopathy
DB00313,Valproic Acid,C0003123,Anorexia
DB00313,Valproic Acid,C0003467,Anxiety
DB00313,Valproic Acid,C0034902,Aplasia pure red cell
DB00313,Valproic Acid,C0002874,Aplastic anaemia
DB00313,Valproic Acid,C0003811,Arrhythmia
DB00313,Valproic Acid,C0003862,Arthralgia
DB00313,Valproic Acid,C0022408,Arthropathy
DB00313,Valproic Acid,C0151904,Aspartate aminotransferase increased
DB00313,Valproic Acid,C0232766,Asterixis
DB00313,Valproic Acid,C0004093,Asthenia
DB00313,Valproic Acid,C0004134,Ataxia
DB00313,Valproic Acid,C0004245,Atrioventricular block
DB00313,Valproic Acid,C0004352,Autism
DB00313,Valproic Acid,C1510586,Autism spectrum disorder
DB00313,Valproic Acid,C0004604,Back pain
DB00313,Valproic Acid,C0004930,Behavior disorder
DB00313,Valproic Acid,C0232849,Bladder pain
DB00313,Valproic Acid,C0151529,Bleeding time prolonged
DB00313,Valproic Acid,C0005758,Blister
DB00313,Valproic Acid,C0018794,Block heart
DB00313,Valproic Acid,C0020672,Body temperature decreased
DB00313,Valproic Acid,C0015967,Body temperature increased
DB00313,Valproic Acid,C0151773,Bone marrow depression
DB00313,Valproic Acid,C0151825,Bone pain
DB00313,Valproic Acid,C0428977,Bradycardia
DB00313,Valproic Acid,C0006145,Breast disorder
DB00313,Valproic Acid,C2225524,Breast enlargement
DB00313,Valproic Acid,C0006277,Bronchitis
DB00313,Valproic Acid,C0151559,CNS depression NOS
DB00313,Valproic Acid,C0007398,Catatonia
DB00313,Valproic Acid,C3251821,Catatonic reaction
DB00313,Valproic Acid,C0740279,Cerebellar atrophy
DB00313,Valproic Acid,C0235946,Cerebral atrophy
DB00313,Valproic Acid,C0008031,Chest pain
DB00313,Valproic Acid,C0085593,Chills
DB00313,Valproic Acid,C0272315,Coagulation factor decreased
DB00313,Valproic Acid,C0005779,Coagulopathy
DB00313,Valproic Acid,C0009241,Cognitive disorder
DB00313,Valproic Acid,C0009421,Coma
DB00313,Valproic Acid,C0009676,Confusional state
DB00313,Valproic Acid,C0000768,Congenital anomaly
DB00313,Valproic Acid,C0009763,Conjunctivitis
DB00313,Valproic Acid,C0009782,Connective tissue disorder
DB00313,Valproic Acid,C0009806,Constipation
DB00313,Valproic Acid,C0009938,Contusion
DB00313,Valproic Acid,C0520966,Coordination abnormal
DB00313,Valproic Acid,C0010200,Cough
DB00313,Valproic Acid,C0574067,Cough increased
DB00313,Valproic Acid,C0023218,Cramps of lower extremities
DB00313,Valproic Acid,C0024137,Cutaneous lupus erythematosus
DB00313,Valproic Acid,C0262988,Cutaneous vasculitis
DB00313,Valproic Acid,C0010709,Cyst
DB00313,Valproic Acid,C0010692,Cystitis
DB00313,Valproic Acid,C0403632,Cystitis noninfective
DB00313,Valproic Acid,C0011053,Deafness
DB00313,Valproic Acid,C0232462,Decreased appetite
DB00313,Valproic Acid,C0497327,Dementia
DB00313,Valproic Acid,C0549249,Depressed level of consciousness
DB00313,Valproic Acid,C0011570,Depression
DB00313,Valproic Acid,C0011603,Dermatitis
DB00313,Valproic Acid,C0085932,Dermatitis bullous
DB00313,Valproic Acid,C0424605,Developmental delay
DB00313,Valproic Acid,C0011991,Diarrhoea
DB00313,Valproic Acid,C0012569,Diplopia
DB00313,Valproic Acid,C0024138,Discoid lupus erythematosus
DB00313,Valproic Acid,C0234215,Discomfort
DB00313,Valproic Acid,C0548823,Distress gastrointestinal
DB00313,Valproic Acid,C0233414,Disturbance in attention
DB00313,Valproic Acid,C0012833,Dizziness
DB00313,Valproic Acid,C0013144,Drowsiness
DB00313,Valproic Acid,C0011609,Drug eruption
DB00313,Valproic Acid,C0687133,Drug interaction
DB00313,Valproic Acid,C0151599,Drug level increased
DB00313,Valproic Acid,C0314719,Dry eye
DB00313,Valproic Acid,C0043352,Dry mouth
DB00313,Valproic Acid,C0151908,Dry skin
DB00313,Valproic Acid,C0013362,Dysarthria
DB00313,Valproic Acid,C0013378,Dysgeusia
DB00313,Valproic Acid,C0013390,Dysmenorrhoea
DB00313,Valproic Acid,C0013395,Dyspepsia
DB00313,Valproic Acid,C0011168,Dysphagia
DB00313,Valproic Acid,C0013404,Dyspnoea
DB00313,Valproic Acid,C0013428,Dysuria
DB00313,Valproic Acid,C0013447,Ear disorder
DB00313,Valproic Acid,C0013456,Ear pain
DB00313,Valproic Acid,C0013491,Ecchymosis
DB00313,Valproic Acid,C0700361,Emotional distress
DB00313,Valproic Acid,C0085584,Encephalopathy
DB00313,Valproic Acid,C0014130,Endocrine disorder
DB00313,Valproic Acid,C0014394,Enuresis
DB00313,Valproic Acid,C0014431,Enzyme induction
DB00313,Valproic Acid,C0014457,Eosinophilia
DB00313,Valproic Acid,C1167709,Epidermal necrosis
DB00313,Valproic Acid,C0014591,Epistaxis
DB00313,Valproic Acid,C0014724,Eructation
DB00313,Valproic Acid,C0014742,Erythema multiforme
DB00313,Valproic Acid,C0014743,Erythema nodosum
DB00313,Valproic Acid,C0235146,Euphoric mood
DB00313,Valproic Acid,C0233571,Excitement
DB00313,Valproic Acid,C0015371,Extrapyramidal disorder
DB00313,Valproic Acid,C0015397,Eye disorder
DB00313,Valproic Acid,C0151827,Eye pain
DB00313,Valproic Acid,C0542571,Face oedema
DB00313,Valproic Acid,C0015732,Faecal incontinence
DB00313,Valproic Acid,C0015624,Fanconi syndrome
DB00313,Valproic Acid,C0015672,Fatigue
DB00313,Valproic Acid,C1443060,Feeling abnormal
DB00313,Valproic Acid,C0016204,Flatulence
DB00313,Valproic Acid,C0016412,Folate deficiency
DB00313,Valproic Acid,C0016658,Fracture
DB00313,Valproic Acid,C0026946,Fungal infection
DB00313,Valproic Acid,C0242301,Furuncle
DB00313,Valproic Acid,C0016867,Furunculosis
DB00313,Valproic Acid,C0575081,Gait disturbance
DB00313,Valproic Acid,C0235660,Galactorrhoea
DB00313,Valproic Acid,C0017160,Gastroenteritis
DB00313,Valproic Acid,C0017178,Gastrointestinal disorder
DB00313,Valproic Acid,C0687713,Gastrointestinal pain
DB00313,Valproic Acid,C2697368,Gastrointestinal tract irritation
DB00313,Valproic Acid,C0017565,Gingival bleeding
DB00313,Valproic Acid,C0017675,Glossitis
DB00313,Valproic Acid,C0018926,Haematemesis
DB00313,Valproic Acid,C0018944,Haematoma
DB00313,Valproic Acid,C0518015,Haemoglobin
DB00313,Valproic Acid,C0019080,Haemorrhage
DB00313,Valproic Acid,C0018524,Hallucination
DB00313,Valproic Acid,C0018681,Headache
DB00313,Valproic Acid,C1384666,Hearing impaired
DB00313,Valproic Acid,C0235996,Hepatic enzyme increased
DB00313,Valproic Acid,C0085605,Hepatic failure
DB00313,Valproic Acid,C0086565,Hepatic function abnormal
DB00313,Valproic Acid,C0267792,Hepatobiliary disease
DB00313,Valproic Acid,C0235378,Hepatotoxicity
DB00313,Valproic Acid,C0019521,Hiccups
DB00313,Valproic Acid,C0020039,Hostility
DB00313,Valproic Acid,C0020458,Hyperhidrosis
DB00313,Valproic Acid,C0424295,Hyperkinesia
DB00313,Valproic Acid,C0151889,Hyperreflexia
DB00313,Valproic Acid,C0020517,Hypersensitivity
DB00313,Valproic Acid,C0020538,Hypertension
DB00313,Valproic Acid,C0026826,Hypertonia
DB00313,Valproic Acid,C0020580,Hypoaesthesia
DB00313,Valproic Acid,C0553681,Hypofibrinogenaemia
DB00313,Valproic Acid,C0086439,Hypokinesia
DB00313,Valproic Acid,C0020625,Hyponatraemia
DB00313,Valproic Acid,C0020639,Hypoproteinaemia
DB00313,Valproic Acid,C0020649,Hypotension
DB00313,Valproic Acid,C0413252,Hypothermia
DB00313,Valproic Acid,C0020676,Hypothyroidism
DB00313,Valproic Acid,C0546884,Hypovolaemia
DB00313,Valproic Acid,C2047937,Ill-defined disorder
DB00313,Valproic Acid,C0021053,Immune system disorder
DB00313,Valproic Acid,C0021141,Inappropriate antidiuretic hormone secretion
DB00313,Valproic Acid,C0021167,Incontinence
DB00313,Valproic Acid,C0232461,Increased appetite
DB00313,Valproic Acid,C0423798,Increased tendency to bruise
DB00313,Valproic Acid,C0009450,Infection
DB00313,Valproic Acid,C0021364,Infertility male
DB00313,Valproic Acid,C0021400,Influenza
DB00313,Valproic Acid,C0521839,Influenza like illness
DB00313,Valproic Acid,C0392171,Influenza-like symptoms
DB00313,Valproic Acid,C0151734,Injection site inflammation
DB00313,Valproic Acid,C0151828,Injection site pain
DB00313,Valproic Acid,C0151735,Injection site reaction
DB00313,Valproic Acid,C3263723,Injury
DB00313,Valproic Acid,C0917801,Insomnia
DB00313,Valproic Acid,C0023186,Learning disorder
DB00313,Valproic Acid,C0023380,Lethargy
DB00313,Valproic Acid,C0023530,Leukopenia
DB00313,Valproic Acid,C0438235,Liver function test normal
DB00313,Valproic Acid,C0160390,Liver injury
DB00313,Valproic Acid,C0409974,Lupus erythematosus
DB00313,Valproic Acid,C0024282,Lymphocytosis
DB00313,Valproic Acid,C0231218,Malaise
DB00313,Valproic Acid,C0162429,Malnutrition
DB00313,Valproic Acid,C0025061,Mediastinal disorder
DB00313,Valproic Acid,C0233794,Memory impairment
DB00313,Valproic Acid,C0025345,Menstrual disorder
DB00313,Valproic Acid,C0156404,Menstruation irregular
DB00313,Valproic Acid,C1306341,Mental disability
DB00313,Valproic Acid,C0004936,Mental disorder
DB00313,Valproic Acid,C0856054,Mental status changes
DB00313,Valproic Acid,C0025517,Metabolic disorder
DB00313,Valproic Acid,C0025874,Metrorrhagia
DB00313,Valproic Acid,C0085633,Mood swings
DB00313,Valproic Acid,C0149745,Mouth ulceration
DB00313,Valproic Acid,C0016655,Multiple fractures
DB00313,Valproic Acid,C0037763,Muscle spasms
DB00313,Valproic Acid,C0231530,Muscle twitching
DB00313,Valproic Acid,C0151786,Muscular weakness
DB00313,Valproic Acid,C0948594,Musculoskeletal discomfort
DB00313,Valproic Acid,C0948525,Musculoskeletal stiffness
DB00313,Valproic Acid,C0231528,Myalgia
DB00313,Valproic Acid,C0947912,Myasthenia
DB00313,Valproic Acid,C0026986,Myelodysplastic syndrome
DB00313,Valproic Acid,C0027497,Nausea
DB00313,Valproic Acid,C0007859,Neck pain
DB00313,Valproic Acid,C0151315,Neck stiffness
DB00313,Valproic Acid,C0027540,Necrosis
DB00313,Valproic Acid,C0236101,Neonatal and infancy disorder
DB00313,Valproic Acid,C0021290,Neonatal disorder
DB00313,Valproic Acid,C0027651,Neoplasm
DB00313,Valproic Acid,C0027765,Nervous system disorder
DB00313,Valproic Acid,C0027769,Nervousness
DB00313,Valproic Acid,C0027947,Neutropenia
DB00313,Valproic Acid,C1320474,Nuchal rigidity
DB00313,Valproic Acid,C0028738,Nystagmus
DB00313,Valproic Acid,C0013604,Oedema
DB00313,Valproic Acid,C0085649,Oedema peripheral
DB00313,Valproic Acid,C0020651,Orthostatic hypotension
DB00313,Valproic Acid,C0029408,Osteoarthritis
DB00313,Valproic Acid,C0029453,Osteopenia
DB00313,Valproic Acid,C0029456,Osteoporosis
DB00313,Valproic Acid,C0029882,Otitis media
DB00313,Valproic Acid,C0030193,Pain
DB00313,Valproic Acid,C0030252,Palpitations
DB00313,Valproic Acid,C0030305,Pancreatitis
DB00313,Valproic Acid,C0001339,Pancreatitis acute
DB00313,Valproic Acid,C0030312,Pancytopenia
DB00313,Valproic Acid,C0030554,Paraesthesia
DB00313,Valproic Acid,C0242422,Parkinsonism
DB00313,Valproic Acid,C0031212,Personality disorder
DB00313,Valproic Acid,C0031256,Petechiae
DB00313,Valproic Acid,C0014553,Petit mal epilepsy
DB00313,Valproic Acid,C0270823,"Petit mal status, epileptic"
DB00313,Valproic Acid,C1868980,Pharmacokinetic interaction
DB00313,Valproic Acid,C0031350,Pharyngitis
DB00313,Valproic Acid,C0085636,Photophobia
DB00313,Valproic Acid,C0349506,Photosensitivity
DB00313,Valproic Acid,C0162830,Photosensitivity reaction
DB00313,Valproic Acid,C0032227,Pleural effusion
DB00313,Valproic Acid,C0032285,Pneumonia
DB00313,Valproic Acid,C0042023,Pollakiuria
DB00313,Valproic Acid,C0032460,Polycystic ovaries
DB00313,Valproic Acid,C0085602,Polydipsia
DB00313,Valproic Acid,C0032584,Polyp
DB00313,Valproic Acid,C0032617,Polyuria
DB00313,Valproic Acid,C0162565,Porphyria acute
DB00313,Valproic Acid,C0151872,Prothrombin level increased
DB00313,Valproic Acid,C0033774,Pruritus
DB00313,Valproic Acid,C0475858,Pruritus generalised
DB00313,Valproic Acid,C0033975,Psychotic disorder
DB00313,Valproic Acid,C0015230,Rash
DB00313,Valproic Acid,C0423791,Rash maculo-papular
DB00313,Valproic Acid,C0085641,Rash pustular
DB00313,Valproic Acid,C0151747,Renal tubular disorder
DB00313,Valproic Acid,C0035455,Rhinitis
DB00313,Valproic Acid,C0036508,Seborrhoeic dermatitis
DB00313,Valproic Acid,C0476327,Serum amylase increased
DB00313,Valproic Acid,C0037199,Sinusitis
DB00313,Valproic Acid,C0037274,Skin disorder
DB00313,Valproic Acid,C0851578,Sleep disorder
DB00313,Valproic Acid,C0037317,Sleep disturbance
DB00313,Valproic Acid,C2830004,Somnolence
DB00313,Valproic Acid,C0037822,Speech disorder
DB00313,Valproic Acid,C0159039,Spontaneous bruising
DB00313,Valproic Acid,C0542224,Spots before eyes
DB00313,Valproic Acid,C0038325,Stevens-Johnson syndrome
DB00313,Valproic Acid,C0038362,Stomatitis
DB00313,Valproic Acid,C0085628,Stupor
DB00313,Valproic Acid,C0038990,Sweating
DB00313,Valproic Acid,C0700590,Sweating increased
DB00313,Valproic Acid,C0038999,Swelling
DB00313,Valproic Acid,C0024141,Systemic lupus erythematosus
DB00313,Valproic Acid,C0039231,Tachycardia
DB00313,Valproic Acid,C0686347,Tardive dyskinesia
DB00313,Valproic Acid,C0233494,Tension
DB00313,Valproic Acid,C0232910,Teratogenicity
DB00313,Valproic Acid,C0233632,Thinking abnormal
DB00313,Valproic Acid,C0040034,Thrombocytopenia
DB00313,Valproic Acid,C0857576,Thyroid function abnormal
DB00313,Valproic Acid,C0476414,Thyroid function test abnormal
DB00313,Valproic Acid,C0040264,Tinnitus
DB00313,Valproic Acid,C0518988,Tooth abscess
DB00313,Valproic Acid,C0040435,Tooth disorder
