source,target,actions
DB04392,947569,
DB04392,12932524,
DB04392,12933919,
DB04393,899156,
DB04393,13869374,
DB04394,760,
DB04395,58,
DB04395,547,
DB04395,1080,
DB04395,1457,
DB04395,1612,
DB04395,1841,
DB04395,1969,
DB04395,2048,
DB04395,2584,
DB04395,2932,
DB04395,2937,
DB04395,3098,
DB04395,3480,
DB04395,3706,
DB04395,3932,
DB04395,5210,
DB04395,5292,
DB04395,5602,
DB04395,5888,
DB04395,6300,
DB04395,6733,
DB04395,7155,
DB04395,7203,
DB04395,7415,
DB04395,11004,
DB04395,54822,
DB04395,897660,
DB04395,898369,
DB04395,946326,
DB04395,946368,
DB04395,947272,
DB04395,947450,
DB04395,947501,
DB04395,948211,
DB04395,948464,
DB04395,948479,
DB04395,948691,
DB04395,949618,
DB04395,1024154,
DB04395,1025162,
DB04395,1025940,
DB04395,1027454,
DB04395,1077678,
DB04395,1079178,
DB04395,1079402,
DB04395,1079950,
DB04395,2614895,
DB04395,3167975,
DB04395,3168176,
DB04395,4362702,
DB04395,12930543,
DB04395,12931371,
DB04395,12931668,
DB04395,12932272,
DB04395,12932895,
DB04395,12933399,
DB04395,12934073,
DB04395,12934389,
DB04395,12934482,
DB04396,1463,
DB04396,3956,
DB04396,949083,
DB04396,12934191,
DB04397,5236,
DB04398,6566,inhibitor|substrate
DB04398,6578,inhibitor
DB04398,9123,substrate
DB04398,9194,inhibitor|substrate
DB04398,11309,inhibitor|substrate
DB04398,117247,inhibitor|substrate
DB04398,945600,
DB04398,1799981,
DB04398,12933852,
DB04400,4843,
DB04400,5053,
DB04400,5092,
DB04400,7054,
DB04400,5651987,
DB04401,945876,
DB04401,12931198,
DB04404,1118,
DB04405,4321,
DB04407,1017,
DB04409,2246,
DB04410,5644,
DB04410,5645,
DB04416,4314,
DB04416,4322,
DB04417,280,
DB04417,5243,inhibitor
DB04417,6817,
DB04418,122622,
DB04419,5053,
DB04419,5741,
DB04419,6927,
DB04422,897179,
DB04422,898197,
DB04422,937106,
DB04424,2159,
DB04424,5644,
DB04426,4153,
DB04430,1251335,
DB04430,2716540,
DB04430,3244915,
DB04430,3722457,
DB04430,4924718,
DB04430,5961992,
DB04430,6276043,
DB04430,8319064,
DB04430,8319163,
DB04430,9537966,
DB04430,9538101,
DB04430,9846067,
DB04430,10076131,
DB04430,10076142,
DB04430,13876868,
DB04430,13877052,
DB04430,13903673,
DB04430,13905334,
DB04430,13905363,
DB04430,13906404,
DB04430,13906709,
DB04430,13906924,
DB04430,13909533,
DB04430,13909568,
DB04430,14612524,
DB04430,17500215,
DB04430,17824300,
DB04430,17824435,
DB04430,18157686,
DB04430,20466965,
DB04430,20466993,
DB04430,20467118,
DB04430,20468340,
DB04430,20471961,
DB04430,20491414,
DB04430,20491639,
DB04430,20492529,
DB04430,20492626,
DB04430,20493584,
DB04432,2159,
DB04432,5644,
DB04434,7046,
DB04436,6648,
DB04437,2167,
DB04439,897323,
DB04440,100,
DB04441,945654,
DB04441,12934012,
DB04442,5644,
DB04444,487,
DB04444,2770,
DB04444,2779,
DB04444,4629,
DB04444,51727,
DB04444,79784,
DB04444,948260,
DB04444,948464,
DB04444,12930588,
DB04444,12932895,
DB04445,6822,
DB04446,5644,
DB04447,216,
DB04447,815,
DB04447,2954,
DB04447,3156,
DB04447,3956,
DB04447,4482,
DB04447,5479,
DB04447,7167,
DB04447,8312,
DB04447,54822,
DB04447,882604,
DB04447,937204,
DB04447,938194,
DB04447,946531,
DB04447,947776,
DB04447,949035,
DB04447,987031,
DB04447,3168387,
DB04447,12931409,
DB04447,12932876,
DB04447,12933064,
DB04448,126,
DB04450,6010,
DB04450,935928,
DB04450,944805,
DB04450,12934366,
DB04451,1515,
DB04451,3647333,
DB04451,3647354,
DB04452,1158731,
DB04452,3361711,
DB04453,279,
DB04454,1950,
DB04454,2628,
DB04455,947165,
DB04455,12933276,
DB04457,949035,
DB04457,1258557,
DB04457,12933064,
DB04459,1675,
DB04459,1991,
DB04459,5476,
DB04460,948695,
DB04460,12933702,
DB04461,7389,
DB04462,1457,
DB04462,1859,
DB04463,873,
DB04464,462,
DB04464,567,
DB04464,795,
DB04464,1327,
DB04464,1329,
DB04464,1339,
DB04464,1340,
DB04464,1345,
DB04464,1346,
DB04464,1349,
DB04464,1350,
DB04464,1351,
DB04464,4512,
DB04464,4513,
DB04464,4514,
DB04464,4535,
DB04464,5875,
DB04464,5876,
DB04464,6035,
DB04464,6285,
DB04464,7316,
DB04464,8192,
DB04464,9377,
DB04464,944881,
DB04464,945780,
DB04464,945782,
DB04464,945808,
DB04464,947779,
DB04464,948705,
DB04464,2793834,
DB04464,12933237,
DB04464,12933239,
DB04464,12933277,
DB04464,12933718,
DB04464,12934277,
DB04464,12934435,
DB04464,23197985,
DB04465,51228,
DB04465,360203,
DB04465,945006,
DB04465,12934192,
DB04466,8856,
DB04467,945553,
DB04467,12931027,
DB04468,2099,
DB04468,2100,
DB04468,2104,
DB04469,5144,
DB04470,5327,
DB04470,5328,
DB04470,5644,
DB04471,2099,
DB04471,2100,
DB04472,3965,
DB04474,2167,
DB04474,6278,
DB04474,7276,
DB04474,9127042,
DB04476,3934,
DB04477,26330,
DB04478,6652,
DB04480,7046,
DB04480,7068,
DB04481,898197,
DB04482,950957,
DB04485,6580,inhibitor
DB04485,7084,
DB04485,64078,
DB04485,879990,
DB04485,946242,
DB04485,948987,
DB04485,2703374,
DB04485,12934188,
DB04485,12934305,
DB04487,3627,
DB04489,1362,
DB04491,629,
DB04491,1803,
DB04493,2203,
DB04493,2821,
DB04493,5207,
DB04493,5210,
DB04495,6714,
DB04496,5226,
DB04498,949960,
DB04503,949035,
DB04503,12933064,
DB04505,3320,
DB04509,1066,
DB04510,5224,
DB04510,5230,
DB04510,7167,
DB04510,898356,
DB04512,392399,
DB04513,801,
DB04513,805,
DB04513,808,
DB04513,7134,
DB04513,7137,
DB04514,6035,
DB04516,51477,
DB04517,947759,
DB04517,12930663,
DB04518,1017,
DB04519,9356,inhibitor
DB04519,9376,inhibitor
DB04519,55867,inhibitor
DB04519,945127,
DB04519,946799,
DB04519,12930860,
DB04519,12931799,
DB04521,2940,
DB04522,1080,
DB04522,3749,
DB04522,4087,
DB04522,5170,
DB04522,5292,
DB04522,5566,
DB04522,5588,
DB04522,5836,
DB04522,5837,
DB04522,5967,
DB04522,6010,
DB04522,6317,
DB04522,9344,
DB04522,938416,
DB04522,945041,
DB04522,1199609,
DB04522,1255000,
DB04522,12930833,
DB04523,1513,
DB04524,946003,
DB04524,12932037,
DB04525,5770,
DB04526,944856,
DB04526,12930751,
DB04527,10747,
DB04530,383,
DB04530,5142,
DB04530,5153,
DB04530,5268,
DB04530,5292,
DB04530,5566,
DB04530,7298,
DB04530,8724,
DB04530,9266,
DB04530,937503,
DB04530,938183,
DB04530,945006,
DB04530,945017,
DB04530,948538,
DB04530,949035,
DB04530,12932508,
DB04530,12933064,
DB04530,12934071,
DB04530,12934192,
DB04531,4255,
DB04532,1253537,
DB04532,1258585,
DB04533,1253537,
DB04534,4843,
DB04534,4846,
DB04537,7453,
DB04539,945528,
DB04539,12931017,
DB04540,5243,inhibitor
DB04540,6095,
DB04540,9429,substrate
DB04542,4830,
DB04544,5837,
DB04545,2629,
DB04545,5836,
DB04545,887007,
DB04549,760,
DB04550,878046,
DB04551,5313,
DB04551,6578,inhibitor
DB04551,948423,
DB04551,12934168,
DB04552,1187,inducer
DB04552,5319,inhibitor
DB04552,5321,
DB04552,5742,
DB04552,5743,inhibitor
DB04552,6566,inhibitor
DB04552,9194,inhibitor
DB04552,54600,
DB04554,1025940,
DB04554,1079402,
DB04555,945535,
DB04555,1024297,
DB04555,1079227,
DB04555,1248633,
DB04555,3169480,
DB04555,12931015,
DB04556,43,
DB04557,213,
DB04557,1559,substrate
DB04557,2167,
DB04557,2169,
DB04557,5742,
DB04557,6578,substrate
DB04557,10599,
DB04557,28234,
DB04558,2153,
DB04559,4846,
DB04560,210,
DB04560,945017,
DB04560,12932508,
DB04561,1252447,
DB04562,50,
DB04563,5644,
DB04564,3938,
DB04566,3615,
DB04566,5837,
DB04566,122622,
DB04566,946624,
DB04566,948695,
DB04566,1023524,
DB04566,1080802,
DB04566,12932685,
DB04566,12933702,
DB04568,1255593,
DB04570,940139,inhibitor
DB04570,944799,inhibitor
DB04570,944843,inhibitor
DB04570,947693,inhibitor
DB04570,947907,inhibitor
DB04570,12931886,inhibitor
DB04570,12932643,inhibitor
DB04570,12933443,inhibitor
DB04570,12933998,inhibitor
DB04572,1555,inhibitor
DB04572,1576,substrate
DB04573,2099,agonist
DB04573,2100,agonist
DB04573,5243,inducer|substrate
DB04573,6462,
DB04573,6579,inhibitor
DB04574,213,
DB04574,1544,substrate
DB04574,1559,inducer
DB04574,1576,substrate
DB04574,2099,agonist
DB04574,2100,agonist
DB04574,6462,
DB04574,6580,inhibitor
DB04575,2099,agonist|modulator
DB04576,7153,inhibitor
DB04576,950199,inhibitor
DB04576,950391,inhibitor
DB04577,1803,
DB04578,1803,
DB04579,1508,
DB04580,3657247,
DB04581,1584,
DB04581,1585,
DB04581,1588,
DB04581,25797,
DB04583,1723,
DB04585,383,
DB04586,949035,
DB04586,12933064,
DB04588,3320,
DB04588,3326,
DB04590,2155,
DB04590,2159,
DB04591,2147,
DB04591,2159,
DB04591,5327,
DB04593,2155,
DB04594,3155,
DB04599,1813,
DB04599,2891,
DB04599,2892,
DB04599,3356,
DB04600,412,
DB04600,760,
DB04600,1588,
DB04601,412,
DB04601,760,
DB04601,1588,
DB04602,6167,
DB04604,132,
DB04604,1455,
DB04604,5594,
DB04604,5595,
DB04604,83903,
DB04605,3657247,
DB04606,2155,
DB04607,1017,
DB04608,1111,
DB04608,7465,
DB04609,155348,
DB04610,948792,
DB04610,12934036,
DB04612,331,
DB04614,43,
DB04615,43,
DB04616,43,
DB04617,43,
DB04618,279,
DB04620,2902,
DB04622,25797,
DB04627,1255494,
DB04628,27159,
DB04629,58,
DB04630,1584,substrate
DB04630,1585,substrate
DB04630,1586,inducer
DB04630,4306,
DB04630,5243,inducer|substrate
DB04630,6579,inhibitor
DB04630,6584,inhibitor
DB04631,945300,
DB04631,945316,
DB04631,945322,
DB04631,945402,
DB04631,12930948,
DB04631,12930949,
DB04631,12932956,
DB04631,12933913,
DB04632,1432,
DB04633,6303,
DB04634,1493918,
DB04634,1493919,
DB04636,25797,
DB04638,487,
DB04640,999834,
DB04642,5837,
DB04643,5837,
DB04644,5837,
DB04645,5837,
DB04647,945222,
DB04647,1036908,
DB04647,12931704,
DB04648,383,
DB04650,25,
DB04651,948469,
DB04651,12934397,
DB04652,3290,
DB04652,4306,
DB04652,6462,
DB04652,6581,
DB04652,8648,
DB04653,823,
DB04654,5644,
DB04654,7177,
DB04654,64499,
DB04655,3176,
DB04656,1097395,
DB04657,6389,
DB04659,3938,
DB04660,2760,
DB04661,912,
DB04662,1017,
DB04664,1555,
DB04665,1548,
DB04669,1017,
DB04671,881801,
DB04672,56953,
DB04673,2159,
DB04674,1645,
DB04674,1909,
DB04674,7276,
DB04675,5501,
DB04677,4129,
DB04678,28,
DB04679,28,
DB04680,28,
DB04681,28,
DB04682,7125,
DB04683,2516,
DB04685,1854,
DB04685,810829,
DB04689,5465,
DB04689,5467,
DB04689,5468,
DB04690,3178,
DB04690,5243,substrate
DB04690,7150,
DB04690,9429,substrate
DB04695,4598,
DB04695,9453,
DB04695,944874,
DB04695,12931773,
DB04696,949035,
DB04696,12933064,
DB04697,2147,
DB04698,899573,
DB04698,13870231,
DB04699,989543,
DB04700,373156,
DB04701,2946,
DB04703,9212,
DB04705,3156,
DB04705,6721,
DB04707,5566,
DB04707,5569,
DB04707,6093,inhibitor
DB04707,9475,
DB04709,367,
DB04711,213,binder
DB04713,6210128,
DB04714,2224,
DB04714,9453,
DB04714,944777,
DB04714,944874,
DB04714,4536746,
DB04714,12931773,
DB04714,12933923,
DB04715,5292,
DB04716,207,
DB04716,1613,
DB04716,2263,
DB04716,2324,
DB04716,2534,
DB04716,3551,
DB04716,3716,
DB04716,3717,
DB04716,3718,
DB04716,5170,
DB04716,7297,
DB04719,1457,
DB04719,1859,
DB04720,1457,
DB04721,1457,
DB04722,2147,
DB04723,1360,
DB04723,1369,
DB04724,3683,
DB04725,240,
DB04725,1558,inhibitor|substrate
DB04725,1559,substrate
DB04725,1573,substrate
DB04725,5742,
DB04725,5743,
DB04725,30814,
DB04725,54659,substrate
DB04727,3791,
DB04729,947845,adduct
DB04729,12932620,adduct
DB04733,226,
DB04735,1010908,
DB04736,114771,
DB04738,5501,
DB04739,25,
DB04739,3735,
DB04739,6714,
DB04741,7384,
DB04743,4057,
DB04743,5743,inhibitor
DB04743,30814,
DB04745,761,
DB04745,762,
DB04745,763,
DB04745,765,
DB04745,766,
DB04745,768,
DB04745,771,
DB04745,11238,
DB04745,23632,
DB04751,983,
DB04751,1017,
DB04751,1019,
DB04751,1020,
DB04751,1456,
DB04751,6195,
DB04751,6714,
DB04751,10298,
DB04752,2516,
DB04753,4860,
DB04754,4860,
DB04756,7276,
DB04757,4860,
DB04758,2155,
DB04759,4322,
DB04760,4322,
DB04761,4322,
DB04762,945553,
DB04762,12931027,
DB04763,760,
DB04763,762,
DB04763,763,
DB04763,765,
DB04763,766,
DB04763,768,
DB04763,771,
DB04763,11238,
DB04763,23632,
DB04764,7177,
DB04764,64499,
DB04765,945553,
DB04765,12931027,
DB04767,2155,
DB04768,27010,
DB04769,5290,
DB04769,5291,
DB04769,5294,
DB04770,8566,
DB04771,2147,
DB04772,2147,
DB04773,3504021,
DB04774,58,
DB04775,58,
DB04776,8566,
DB04779,3938,
DB04781,210,
DB04783,58,
DB04786,410,inhibitor
DB04786,2147,inhibitor
DB04786,2492,antagonist
DB04786,5025,
DB04786,5029,antagonist
DB04786,5320,inhibitor
DB04786,5321,inhibitor
DB04786,6261,agonist
DB04786,23408,inhibitor
DB04786,23411,
DB04786,3707640,
DB04787,5241,
DB04788,3169736,
DB04788,3169754,
DB04789,275,
DB04789,1244,inhibitor
DB04790,5644,
DB04791,5644,
DB04792,5644,
DB04793,5644,
DB04794,1555,
DB04794,1557,inhibitor
DB04794,1571,inhibitor
DB04794,1576,inhibitor
DB04794,1586,
DB04794,1588,inhibitor
DB04794,1595,
DB04794,3641571,inhibitor
DB04795,1066,
DB04795,6389,
DB04796,7421,
DB04797,1432,
DB04798,2891,
DB04799,1537,
DB04799,4519,
DB04799,7381,
DB04799,7384,
DB04799,7385,
DB04799,7386,
DB04799,7388,
DB04799,10975,
DB04799,27089,
DB04799,29796,
DB04800,5770,
DB04801,5467,
DB04803,3162,
DB04805,6167,
DB04807,948169,
DB04807,12933578,
DB04816,1544,inducer
DB04817,1555,inducer
DB04817,1576,inducer
DB04817,5742,
DB04818,4129,
DB04820,1312,
DB04820,4128,
DB04820,4129,
DB04821,4128,
DB04821,4129,
DB04821,4353,
DB04821,5004,
DB04821,6530,
DB04821,6531,
DB04821,6532,
DB04824,54600,
DB04825,801,
DB04825,805,
DB04825,808,
DB04825,85366,
DB04827,316,substrate
DB04827,4353,inducer
DB04827,5321,substrate
DB04828,1576,substrate
DB04828,5743,
DB04828,11251,
DB04829,153,
DB04829,1813,
DB04829,1814,
DB04829,1815,
DB04829,3350,
DB04829,3352,
DB04829,3354,
DB04829,3356,
DB04829,3357,
DB04829,3358,
DB04829,3362,
DB04829,3363,
DB04830,6580,substrate
DB04831,1559,
DB04832,4128,inhibitor
DB04832,4129,inhibitor
DB04832,5243,inhibitor
DB04832,6532,
DB04833,1576,substrate
DB04835,1234,antagonist
DB04835,1576,substrate
DB04836,6530,
DB04836,6532,
DB04837,3269,antagonist
DB04838,781,inhibitor
DB04838,1066,
DB04839,367,antagonist
DB04839,1588,inhibitor
DB04839,2908,
DB04840,1543,substrate
DB04840,1565,substrate
DB04840,5243,substrate
DB04840,6530,inducer
DB04841,801,
DB04841,805,
DB04841,808,
DB04841,1543,substrate
DB04841,1544,substrate
DB04841,1548,substrate
DB04841,1555,substrate
DB04841,1559,substrate
DB04841,1565,substrate
DB04841,3269,antagonist
DB04841,8911,blocker|inhibitor
DB04841,8912,blocker|inhibitor
DB04841,8913,blocker|inhibitor
DB04842,150,
DB04842,153,
DB04842,786,inhibitor
DB04842,1813,antagonist
DB04842,3269,
DB04842,3350,
DB04842,3356,antagonist
DB04842,3357,
DB04842,4987,
DB04842,6532,
DB04843,1128,antagonist
DB04843,1129,
DB04843,1131,antagonist
DB04844,873,substrate
DB04844,1565,substrate
DB04844,1813,inhibitor
DB04844,6571,inhibitor
DB04845,1576,substrate
DB04845,7280,inhibitor
DB04845,10381,inhibitor
DB04845,10382,inhibitor
DB04845,10383,inhibitor
DB04845,81027,inhibitor
DB04845,84617,inhibitor
DB04845,203068,inhibitor
DB04845,347688,inhibitor
DB04845,347733,inhibitor
DB04847,54583,
DB04847,112398,
DB04847,112399,
DB04849,25,
DB04849,27,
DB04849,558,
DB04849,640,
DB04849,1436,
DB04849,1956,
DB04849,2045,
DB04849,2051,
DB04849,2065,
DB04849,2081,
DB04849,2260,
DB04849,2263,
DB04849,2264,
DB04849,2321,
DB04849,2324,
DB04849,2444,
DB04849,3055,
DB04849,3791,
DB04849,3932,
DB04849,4067,
DB04849,4233,
DB04849,5156,
DB04849,5159,
DB04849,5753,
DB04849,5871,
DB04849,5979,
DB04849,6714,
DB04849,6793,
DB04849,7010,
DB04849,7075,
DB04849,7301,
DB04849,7525,
DB04849,8767,
DB04849,9748,
DB04849,11183,
DB04849,11184,
DB04849,23043,
DB04849,65975,
DB04849,80122,
DB04849,140901,
DB04849,285220,
DB04850,4128,
DB04851,762,
DB04851,2280,
DB04851,4363,
DB04851,9429,
DB04851,340273,
DB04852,4547,
DB04853,135,
DB04855,146,
DB04855,147,antagonist
DB04855,148,antagonist
DB04855,150,
DB04855,151,
DB04855,152,
DB04855,153,
DB04855,213,substrate
DB04855,610,blocker
DB04855,775,
DB04855,776,
DB04855,778,
DB04855,779,
DB04855,782,
DB04855,783,
DB04855,784,
DB04855,785,
DB04855,1565,inhibitor|substrate
DB04855,1576,inhibitor|substrate
DB04855,3757,
DB04855,3776,inhibitor
DB04855,5243,inhibitor
DB04855,6323,inhibitor
DB04855,10021,blocker
DB04855,57657,blocker
DB04855,348980,blocker
DB04856,886,
DB04856,1559,
DB04856,1576,
DB04856,1577,
DB04857,1813,
DB04858,1571,substrate
DB04859,43,
DB04860,51284,
DB04861,153,antagonist
DB04861,154,antagonist
DB04861,1565,substrate
DB04861,3350,
DB04862,3615,
DB04863,3674,
DB04863,3690,
DB04864,43,
DB04865,6122,antagonist
DB04865,3128427,antagonist
DB04866,1277,
DB04866,4313,
DB04867,886,
DB04868,25,inhibitor
DB04868,27,
DB04868,640,
DB04868,673,
DB04868,759,
DB04868,760,
DB04868,761,
DB04868,762,
DB04868,765,
DB04868,766,
DB04868,768,
DB04868,771,
DB04868,1432,
DB04868,1436,
DB04868,1555,inducer
DB04868,1558,inhibitor
DB04868,1559,inhibitor
DB04868,1565,inhibitor
DB04868,1576,inhibitor|substrate
DB04868,1969,
DB04868,2042,
DB04868,2043,
DB04868,2046,
DB04868,2048,
DB04868,2049,
DB04868,2050,
DB04868,2051,
DB04868,2268,
DB04868,2444,
DB04868,3055,
DB04868,3815,antagonist
DB04868,3932,
DB04868,4067,
DB04868,5156,
DB04868,5159,
DB04868,5243,inhibitor|substrate
DB04868,5599,
DB04868,5600,
DB04868,5607,
DB04868,7010,
DB04868,7075,
DB04868,9429,inhibitor|substrate
DB04868,9578,
DB04868,11184,
DB04868,23632,
DB04868,54658,inhibitor
DB04868,285220,
DB04869,796,
DB04869,10203,
DB04871,1543,substrate
DB04871,1544,substrate
DB04871,1548,substrate
DB04871,1555,substrate
DB04871,1557,substrate
DB04871,1565,substrate
DB04871,1576,substrate
DB04871,2326,substrate
DB04871,3358,
DB04872,1576,
DB04872,6865,
DB04872,6869,
DB04872,6870,
DB04873,3360,
DB04875,834,
DB04875,841,
DB04876,1803,inhibitor
DB04876,91039,
DB04877,5243,"inhibitor, competitive"
DB04878,2548,inhibitor
DB04878,6476,
DB04878,8972,inhibitor
DB04879,1436,
DB04879,2321,
DB04879,2324,
DB04879,3791,
DB04879,5156,
DB04879,5159,
DB04880,5139,inhibitor
DB04881,5243,
DB04881,9429,inhibitor
DB04881,10599,inhibitor
DB04882,7150,
DB04883,1909,
DB04883,1910,
DB04884,3350,
DB04884,3351,
DB04884,3358,
DB04885,3359,
DB04886,768,
DB04886,771,
DB04886,1576,
DB04888,1813,
DB04888,3350,
DB04889,1565,
DB04889,1813,
DB04889,4129,
DB04889,6530,
DB04889,6532,
DB04890,3269,antagonist
DB04892,43,
DB04892,590,inhibitor
DB04893,2339,
DB04893,2342,
DB04893,100529261,
DB04894,6752,inducer
DB04894,6755,agonist
DB04894,6869,antagonist
DB04895,8829,
DB04896,6530,inhibitor
DB04896,6532,inhibitor
DB04898,1559,substrate
DB04898,2147,inhibitor
DB04899,4881,binder
DB04899,4882,
DB04899,4883,
DB04901,941,
DB04902,64805,
DB04903,2555,
DB04903,2556,
DB04905,1543,substrate
DB04905,1565,substrate
DB04905,1576,inducer|inhibitor|substrate
DB04905,3269,antagonist
DB04905,4048,
DB04905,5243,inducer
DB04906,5534,
DB04906,5535,
DB04908,1815,
DB04908,3350,
DB04908,3356,
DB04910,10383,
DB04912,3162,
DB04912,3163,
DB04915,10495,
DB04917,3359,
DB04917,3360,
DB04918,944799,
DB04918,12932643,
DB04919,2243,
DB04919,2244,
DB04920,590,substrate
DB04920,775,blocker
DB04920,776,blocker
DB04920,778,
DB04920,779,
DB04920,1544,substrate
DB04920,1557,inhibitor
DB04920,1559,inhibitor
DB04920,1565,substrate
DB04920,1571,substrate
DB04920,1576,inducer
DB04922,781,
DB04922,9254,
DB04924,1131,
DB04924,1813,
DB04925,5340,
DB04926,116443,
DB04927,6713,
DB04929,241,
DB04930,1555,inducer|substrate
DB04930,1576,substrate
DB04930,6323,inhibitor
DB04931,4157,
DB04931,4159,
DB04931,4161,
DB04932,134,
DB04932,135,
DB04932,136,
DB04933,7099,
DB04934,1576,
DB04934,948488,
DB04934,12934478,
DB04937,7015,
DB04938,1555,substrate
DB04938,1557,substrate
DB04938,1559,substrate
DB04938,1576,substrate
DB04938,2099,agonist|antagonist|modulator
DB04940,596,
DB04940,81027,
DB04941,1080,antagonist
DB04941,55107,antagonist
DB04942,5914,agonist
DB04942,5915,agonist
DB04946,148,antagonist
DB04946,150,
DB04946,152,antagonist
DB04946,1544,substrate
DB04946,1551,substrate
DB04946,1565,substrate
DB04946,1571,substrate
DB04946,1576,substrate
DB04946,1577,substrate
DB04946,1812,antagonist
DB04946,1813,antagonist
DB04946,1814,antagonist
DB04946,1815,antagonist
DB04946,3269,antagonist
DB04946,3350,antagonist
DB04946,3352,
DB04946,3356,antagonist
DB04946,3358,
DB04946,3362,antagonist
DB04946,3363,antagonist
DB04946,10280,
DB04946,100861540,substrate
DB04947,6531,
DB04948,150,agonist
DB04948,3350,
DB04951,5045,
DB04953,10,substrate
DB04953,1548,inhibitor
DB04953,3785,opener
DB04953,3786,opener
DB04953,9132,opener
DB04953,54600,substrate
DB04953,54657,substrate
DB04953,54658,substrate
DB04953,54659,substrate
DB04953,56479,opener
DB04954,134,
DB04954,136,
DB04956,7124,
DB04957,1543,
DB04957,1576,
DB04957,1577,
DB04957,3753,
DB04957,3757,
DB04957,3784,
DB04958,933,
DB04959,3855,
DB04959,23352,
DB04960,2342,
DB04960,100529261,
DB04961,1633,activator
DB04964,94025,
DB04967,328,inhibitor
DB04967,7150,inhibitor
DB04967,7153,inhibitor
DB04970,3350,
DB04971,5465,
DB04971,5468,
DB04972,2950,
DB04973,5894,
DB04974,2475,
DB04975,1543,substrate
DB04975,1555,substrate
DB04975,1576,substrate
DB04975,7153,
DB04977,1548,
DB04977,1571,
DB04977,1576,
DB04977,1579,
DB04978,7153,
DB04982,2890,
DB04982,2891,
DB04982,2892,
DB04982,2893,
DB04983,5029,
DB04985,3921,
DB04988,1956,
DB04988,2064,
DB04991,102,
DB04997,3676,
DB04998,8517,
DB05001,1803,
DB05003,6240,
DB05003,6241,
DB05004,4886,
DB05004,4887,
DB05004,4889,
DB05004,5540,
DB05004,100996758,
DB05005,10803,
DB05007,1950,
DB05007,2050,
DB05007,2064,
DB05009,134,
DB05009,135,
DB05010,2550,
DB05010,9568,
DB05012,6530,
DB05013,5578,ligand
DB05013,5580,activator|ligand
DB05014,2260,
DB05014,2261,
DB05014,2322,
DB05014,3791,
DB05014,5159,
DB05017,3569,
DB05017,7124,
DB05018,2717,
DB05022,7153,
DB05022,7155,
DB05023,3480,
DB05024,1591,
DB05024,7421,
DB05025,6647,
DB05026,3356,
DB05029,5321,inhibitor
DB05030,3082,
DB05030,3791,
DB05032,59340,
DB05033,8754,
DB05034,4881,
DB05035,7067,
DB05035,7068,
DB05036,7015,
DB05036,10728,
DB05036,23293,
DB05036,57410,
DB05037,983,
DB05037,1017,
DB05038,624,
DB05039,153,
DB05039,154,agonist
DB05039,1576,substrate
DB05039,5243,substrate
DB05039,54658,substrate
DB05041,7378,
DB05041,151531,
DB05042,3362,
DB05044,5836,
DB05045,4887,
DB05045,5540,
DB05045,100996758,
DB05046,4986,
DB05046,4988,
DB05047,627,
DB05047,2890,
DB05047,2891,
DB05047,2892,
DB05047,2893,
DB05049,3359,
DB05050,4985,
DB05052,2100,
DB05053,2203,
DB05057,100,inhibitor
DB05062,1234,
DB05064,3290,
DB05065,1803,
DB05066,2668,
DB05066,3553,
DB05066,3569,
DB05066,3586,
DB05066,4908,
DB05066,4909,
DB05066,7124,
DB05069,55584,
DB05069,57053,
DB05070,2915,
DB05072,6869,
DB05073,23411,
DB05075,1445,
DB05075,2321,
DB05075,2324,
DB05075,3791,
DB05076,5916,
DB05076,5950,
DB05077,1268,
DB05078,3566,
DB05078,3598,
DB05079,3269,
DB05079,3356,
DB05080,3269,
DB05080,11255,
DB05087,2554,
DB05087,2555,
DB05087,2556,
DB05087,2557,
DB05087,2558,
DB05087,2559,
DB05088,759,
DB05091,554,
DB05092,3676,
DB05094,367,
DB05095,5743,inhibitor
DB05096,2912,
DB05096,2913,
DB05098,3953,
DB05099,2243,
DB05101,1956,
DB05102,1461213,
DB05104,4986,
DB05105,15486940,
DB05107,2539,
DB05109,1557,substrate
DB05109,1559,substrate
DB05109,1565,substrate
DB05109,1571,substrate
DB05109,1576,substrate
DB05109,5742,substrate
DB05109,6714,
DB05110,3458,
DB05111,3458,
DB05115,3643,
DB05116,7298,
DB05120,3643,
DB05122,3676,
DB05122,3691,
DB05122,3695,
DB05125,1723,
DB05127,51284,
DB05129,7150,
DB05129,7153,
DB05130,729230,
DB05131,2158,
DB05133,3553,
DB05134,3320,
DB05134,3326,
DB05137,1565,
DB05137,55584,
DB05137,57053,
DB05139,80310,
DB05141,332,
DB05142,5138,
DB05146,3791,
DB05146,3815,
DB05146,5156,
DB05146,5159,
DB05147,7277,
DB05147,7278,
DB05147,7280,
DB05147,7846,
DB05147,10376,
DB05147,10381,
DB05147,10382,
DB05147,10383,
DB05147,81027,
DB05147,84617,
DB05147,84790,
DB05147,112714,
DB05147,113457,
DB05147,203068,
DB05147,347733,
DB05149,1111,
DB05149,11200,
DB05150,351,
DB05152,1128,
DB05153,3791,
DB05153,3815,
DB05153,4233,
DB05153,7010,
DB05155,4986,
DB05157,1432,
DB05157,5600,
DB05157,5603,
DB05157,6300,
DB05159,729230,
DB05161,1991,
DB05161,4353,inhibitor
DB05161,5657,
DB05162,2740,
DB05165,1977,
DB05166,139760,
DB05168,2348,
DB05168,2350,
DB05168,2352,
DB05169,6790,
